Description;Date;AcademicYear;Status;Category;StudentCode;Sex;;Age;Continent;CivilStatus;Scholarship;ScholarshipCategory;ScholarshipAmount;Scholarship;HowYouKnew;Chosen
Registration Started;2014;2014;Bachelor;BBA;636;0;;21;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;637;1;;21;Africa;0;0;0; -   ;N/A;Social media;Yes
Registration Started;2015;2015;Bachelor;BBA;638;0;;27;Europe;0;0;3; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Master;MSCS;639;1;;21;Europe;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Master;MBE;640;1;;21;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MBA;641;1;;21;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MFA;642;0;;21;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;643;1;;27;Europe;0;1;3; -   ;Type1;Website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;644;0;;21;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;645;0;;18;Africa;0;0;0; -   ;N/A;Other;Yes
Registration Started;2015;2015;Master;MBE;646;0;;27;Europe;0;0;3; 21.400,00 ;Type1;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;647;1;;21;Africa;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;648;1;;21;Africa;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Bachelor;BBA;649;0;;21;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;650;1;;18;Asia;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Bachelor;BBA;651;1;;21;Europe;0;0;0; -   ;N/A;Radio;Yes
Registration Started;2014;2014;Master;MFA;652;1;;21;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;653;1;;18;Africa;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Bachelor;BBA;654;0;;21;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;655;1;;18;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;656;0;;21;Europe;0;0;0; -   ;N/A;Family Academic staff;Yes
Registration Started;2014;2014;Master;MBA;657;0;;21;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;658;0;;21;Europe;0;0;0; -   ;N/A;Brochure;Yes
Registration Started;2015;2014;Master;MBE;659;0;;32;Africa;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;660;1;;21;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;661;0;;18;Asia;1;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Master;MBE;662;0;;21;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;663;1;;21;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;664;0;;18;Africa;0;0;0; -   ;N/A;Family Academic staff;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;665;0;;21;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
First criteria not met;2015;2015;Bachelor;BBA;666;1;;21;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MBA;667;1;;21;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;668;0;;21;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;669;0;;27;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;670;1;;21;Europe;0;0;3; -   ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;671;0;;18;Asia;0;0;0; -   ;N/A;Other;Yes
First criteria not met;2015;2015;Bachelor;BBA;672;1;;21;Europe;0;0;3; 11.400,00 ;N/A;Academic staff;No
Registration Started;2014;2014;Bachelor;BBA;673;1;;18;Asia;0;0;0; -   ;N/A;Other;Yes
Acception notified;2015;2015;Bachelor;BBA;674;0;;21;Latin America;0;0;3; -   ;N/A;Student Alumnus;No
Acception notified;2015;2015;Bachelor;BBA;675;1;;21;Europe;0;0;3; -   ;N/A;Other;No
First criteria not met;2015;2015;Bachelor;BBA;676;1;;21;Africa;0;0;3; -   ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;677;1;;18;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Proposal sent;2015;2015;Bachelor;BBA;678;0;;21;Europe;3;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Bachelor;BBA;679;1;;21;Europe;0;0;3; 16.400,00 ;Type1;Other;No
First criteria not met;2015;2015;Master;MBA;680;0;;21;Europe;0;0;3; -   ;N/A;Other;No
Acception notified;2015;2015;Master;MBInf;681;0;;21;Europe;0;0;1; 3.200,00 ;Type1;Website;No
First criteria not met;2015;2015;Master;MFA;682;0;;21;Europe;0;0;3; -   ;N/A;Student Alumnus;No
Acception notified;2015;2015;Bachelor;BBA;683;1;;21;Europe;0;0;3; 21.400,00 ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;684;1;;21;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;685;0;;21;Europe;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Master;MFA;686;1;;21;Asia;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Diploma;Summer MSCS;687;0;;21;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Diploma;Summer MSCS;688;0;;32;Europe;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2014;Bachelor;BBA;689;1;;21;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;690;0;;18;Asia;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;691;0;;18;Asia;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;692;1;;18;Asia;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;693;1;;18;Asia;0;0;0; -   ;N/A;Social media;Yes
Acception notified;2014;2014;Bachelor;BBA;694;1;;21;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;695;0;;21;Africa;0;0;0; -   ;N/A;Third part website;No
First criteria not met;2014;2014;Master;MFA;696;1;;21;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;697;1;;21;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;698;0;;18;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;699;1;;21;Europe;0;0;0; -   ;N/A;Brochure;No
Acception notified;2015;2014;Bachelor;BBA;700;0;;21;Africa;0;0;0; -   ;N/A;Online study portal;No
Registration Started;2014;2014;Bachelor;BBA;701;0;;18;Asia;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2019;Bachelor;BBA;702;1;;21;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2019;Bachelor;BBA;703;1;;21;Africa;0;0;0; -   ;N/A;Other;No
Registration Started;2014;2014;Bachelor;BBA;704;1;;18;Europe;0;0;0; -   ;N/A;Scholarship;Yes
Acception notified;2014;2014;Master;MBA;705;0;;21;Latin America;N/A;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;706;0;;21;Europe;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Bachelor;BBA;707;1;;21;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBA;708;0;;21;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2015;2014;Diploma;Summer MBA;709;1;;21;Europe;0;0;0; -   ;N/A;Brochure;No
Acception notified;2014;2014;Master;MFA;710;0;;21;Africa;0;0;0; -   ;N/A;Student Alumnus;No
Registration Started;2014;2014;Bachelor;BBA;711;0;;18;Africa;0;0;0; -   ;N/A;Social media;Yes
First criteria not met;2014;2014;Diploma;Summer MBA;712;1;;21;Africa;0;0;0; -   ;N/A;Scholarship;No
Registration Started;2015;2015;Master;MBInf;713;1;;22;Europe;0;0;3; 1.600,00 ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MBA;714;1;;22;Europe;0;0;3; -   ;N/A;Scholarship;Yes
Registration Started;2014;2015;Master;MBE;715;1;;22;Africa;0;0;3; 21.400,00 ;Type1;Website;Yes
Registration Started;2014;2015;Master;MBE;716;0;;22;Africa;0;0;3; 51.400,00 ;Type1;Other;Yes
Registration Started;2015;2015;Master;MBE;717;0;;22;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;718;1;;22;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;719;1;;37;Africa;1;0;0; -   ;N/A;Academic staff;Yes
Registration Started;2014;2014;Master;MBInf;720;1;;22;Europe;0;0;0; -   ;N/A;Other;Yes
Registration Started;2015;2015;Bachelor;BBA;721;1;;22;Europe;1;0;3; 31.400,00 ;Type1;Website;Yes
Registration Started;2015;2015;Master;MFA;722;0;;22;Africa;0;0;3; 41.400,00 ;Type1;Student Alumnus;Yes
Registration Started;2015;2015;Bachelor;BBA;723;1;;22;Africa;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;724;0;;27;Europe;0;0;3; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Bachelor;BBA;725;0;;22;Africa;0;0;3; 9.900,00 ;N/A;Website;No
Registration Started;2015;2015;Bachelor;BBA;726;0;;22;Africa;1;0;3; 16.400,00 ;N/A;Third part website;Yes
Registration Started;2015;2015;Master;MBE;727;1;;22;Europe;3;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;728;1;;18;Africa;0;0;0; -   ;N/A;Social media;Yes
Registration Started;2015;2015;Master;MBInf;729;1;;22;Europe;0;0;3; -   ;N/A;Scholarship;Yes
Registration Started;2015;2015;Master;MBE;730;0;;22;Europe;0;0;3; -   ;N/A;Employer;Yes
Registration Started;2015;2015;Master;MBInf;731;1;;22;Europe;0;0;3; 21.400,00 ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBE;732;1;;22;Africa;0;0;3; 13.400,00 ;Type1;Other;Yes
Registration Started;2015;2015;Master;ME;733;1;;27;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;734;0;;27;Europe;0;0;0; -   ;N/A;Family Academic staff;Yes
Registration Started;2015;2015;Master;MSCS;735;1;;22;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;736;0;;18;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;737;1;;22;Africa;0;0;3; -   ;Type1;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;738;1;;18;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBInf;739;1;;22;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;740;1;;18;Asia;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBE;741;0;;22;Europe;0;0;3; -   ;N/A;Brochure;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;742;0;;22;Europe;0;0;3; 2.291,00 ;N/A;Scholarship;Yes
Registration Started;2014;2014;Master;MSCS;743;1;;27;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBE;744;0;;22;Europe;0;0;3; -   ;N/A;Other;Yes
Registration Started;2015;2015;Master;MFA;745;1;;22;Europe;0;1;3; 1.680,00 ;N/A;Family Academic staff;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;746;1;;22;Europe;0;0;3; 2.290,00 ;N/A;Google;Yes
Registration Started;2015;2015;Bachelor;BBA;747;0;;22;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;748;1;;22;Europe;0;0;3; -   ;Type1;Student Alumnus;Yes
Registration Started;2015;2015;Master;MBInf;749;1;;22;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;750;1;;22;Europe;0;0;3; -   ;Type1;Other;Yes
Registration Started;2015;2015;Bachelor;BBA;751;1;;22;Africa;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;752;1;;18;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBA;753;0;;22;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;754;1;;22;Asia;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MSCS;755;0;;27;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MFA;756;0;;27;Africa;0;0;0; -   ;N/A;Family Academic staff;Yes
First criteria not met;2014;2014;Master;MSCS;757;0;;27;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MBInf;758;0;;27;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;759;0;;22;Asia;0;0;0; -   ;N/A;Employer;Yes
Registration Started;2015;2014;Master;MBE;760;1;;22;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2014;Diploma;Summer MSCS;761;0;;22;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2014;Master;MBE;762;0;;22;Africa;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2014;Diploma;Summer MSCS;763;0;;22;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MBE;764;1;;22;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Master;MBInf;765;1;;22;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBInf;766;0;;22;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MFA;767;0;;22;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;768;1;;22;Europe;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Master;MBE;769;0;;22;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MBA;770;1;;22;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;771;1;;32;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;772;0;;18;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;773;0;;22;Africa;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Bachelor;BBA;774;0;;18;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;775;0;;22;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;776;0;;22;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;777;1;;22;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBInf;778;0;;22;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Master;ME;779;0;;32;Europe;1;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBE;780;1;;27;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;781;1;;22;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
First criteria not met;2014;2014;Diploma;Summer MBA;782;0;;22;Europe;0;0;0; -   ;N/A;Student Alumnus;No
Registration Started;2014;2014;Master;MBA;783;0;;22;Europe;0;0;1; 3.200,00 ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Master;MBA;784;0;;22;Europe;0;0;1; 3.200,00 ;N/A;Scholarship;Yes
First criteria not met;2014;2014;Master;MBA;785;0;;22;Europe;0;0;0; -   ;N/A;Scholarship;No
Registration Started;2014;2014;Master;MBE;786;1;;22;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;787;1;;22;Europe;0;0;0; -   ;N/A;Other;Yes
First criteria not met;2015;2015;Diploma;Summer MSCS;788;1;;32;Africa;1;0;3; 31.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Master;MBE;789;0;;32;Europe;1;1;3; 8.900,00 ;N/A;Academic staff;No
Registration Started;2014;2014;Diploma;Summer MSCS;790;0;;22;Europe;0;0;0; -   ;N/A;Scholarship;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;791;1;;37;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Master;MBE;792;0;;22;Europe;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Master;MBE;793;0;;22;Europe;0;0;0; -   ;N/A;Social media;Yes
Registration Started;2014;2014;Master;MBE;794;0;;22;Europe;2;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;795;0;;27;Europe;0;0;0; -   ;N/A;Academic staff;Yes
Registration Started;2014;2014;Erasmus;Erasmus MBA;796;1;;22;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;797;0;;22;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBE;798;0;;22;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Diploma;Summer MBA;799;1;;22;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;800;1;;22;Europe;0;0;0; -   ;N/A;Employer;Yes
Registration Started;2014;2014;Bachelor;BBA;801;1;;18;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Erasmus;Erasmus MBA;802;0;;22;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;803;0;;22;Europe;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Master;MSCS;804;0;;27;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;805;0;;22;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Erasmus;Erasmus MBA;806;1;;22;Europe;0;0;1; 3.200,00 ;N/A;Website;No
First criteria not met;2014;2015;Master;MFA;807;1;;22;Africa;0;1;2; -   ;N/A;Website;No
Acception notified;2015;2015;Master;MBE;808;1;;22;Africa;0;0;3; 21.400,00 ;Type1;Website;No
First criteria not met;2015;2015;Master;MBA;809;0;;22;Africa;0;0;3; 11.400,00 ;N/A;Student Alumnus;No
Acception notified;2015;2015;Bachelor;BBA;810;1;;22;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MBE;811;0;;22;Europe;0;0;3; -   ;N/A;Scholarship;No
Registration Started;2014;2014;Diploma;Summer MSCS;812;1;;27;North America;3;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Master;MBInf;813;0;;22;Europe;0;0;3; -   ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;814;0;;18;Europe;0;0;0; -   ;N/A;Other;Yes
First criteria not met;2015;2015;Master;MBE;815;0;;22;Europe;0;1;2; 8.900,00 ;Type1;Brochure;No
Acception notified;2015;2015;Bachelor;BBA;816;0;;22;Europe;0;0;3; -   ;Type1;Website;No
First criteria not met;2015;2015;Master;MBE;817;1;;22;Europe;0;0;3; -   ;N/A;Scholarship;No
First criteria not met;2015;2015;Bachelor;BBA;818;1;;22;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;819;0;;27;Europe;0;0;3; -   ;N/A;Academic staff;No
First criteria not met;2014;2015;Diploma;Summer MBA;820;0;;22;Latin America;0;0;3; -   ;N/A;Website;No
Acception notified;2015;2015;Master;MBInf;821;0;;22;Africa;0;0;3; 22.400,00 ;Type1;Website;No
Registered second time;2015;2015;Bachelor;BBA;822;1;;27;Africa;0;0;3; 11.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Master;MFA;823;1;;22;Europe;0;0;3; 11.400,00 ;N/A;Scholarship;No
First criteria not met;2015;2015;Diploma;Summer MBA;824;0;;22;Europe;0;0;3; 2.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;825;1;;22;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2014;2015;Diploma;Summer MSCS;826;1;;22;Latin America;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Erasmus;Erasmus MBA;827;1;;22;Europe;0;0;3; -   ;N/A;Website;No
Acception notified;2015;2014;Diploma;Summer MBA;828;0;;22;Oceania;1;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;829;0;;18;Europe;0;0;0; -   ;N/A;Social media;Yes
Acception notified;2014;2015;Master;MBA;830;1;;27;Africa;0;0;3; 11.400,00 ;Type1;Third part website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;831;1;;22;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;832;1;;22;Europe;0;0;0; -   ;N/A;Google;No
First criteria not met;2014;2014;Master;MFA;833;0;;22;Africa;0;0;0; -   ;N/A;Third part website;No
First criteria not met;2015;2014;Master;MBE;834;0;;22;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;835;0;;22;Europe;0;0;0; -   ;N/A;Student Alumnus;No
Acception notified;2014;2014;Master;MBE;836;0;;22;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBE;837;1;;22;Africa;0;0;0; -   ;N/A;Online study portal;No
Acception notified;2015;2015;Bachelor;BBA;838;1;;32;Europe;0;0;3; 11.400,00 ;N/A;Website;No
First criteria not met;2014;2014;Master;MBE;839;0;;22;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MFA;840;1;;22;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MFA;841;1;;22;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBA;842;0;;22;Europe;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Master;MBE;843;0;;22;Africa;0;0;0; -   ;N/A;Online study portal;No
Acception notified;2015;2015;Master;MBE;844;0;;37;Europe;0;0;3; -   ;Type1;Website;No
Acception notified;2015;2015;Master;MFA;845;1;;32;Asia;0;0;3; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBE;846;1;;22;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBA;847;1;;22;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MFA;848;1;;22;Europe;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Master;MBInf;849;1;;22;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2015;2014;Master;MBA;850;0;;22;Africa;0;0;0; -   ;N/A;Student Alumnus;No
Acception notified;2014;2014;Master;MBA;851;1;;22;Europe;0;0;0; -   ;N/A;Scholarship;No
First criteria not met;2014;2014;Master;MFE;852;1;;22;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MBE;853;0;;27;Africa;0;0;3; -   ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;854;1;;18;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Master;MBA;855;0;;22;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2014;Diploma;Summer MSCS;856;0;;22;Latin America;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Master;MSCS;857;0;;22;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;858;0;;22;Africa;0;0;0; -   ;N/A;Scholarship;No
First criteria not met;2014;2014;Diploma;Summer MSCS;859;1;;22;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;860;1;;22;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Master;MSCS;861;0;;22;Europe;0;0;0; -   ;N/A;Website;No
Registered second time;2014;2015;Diploma;Summer MSCS;862;0;;23;Europe;3;0;3; 31.400,00 ;N/A;Student Alumnus;Yes
First criteria not met;2015;2015;Master;ME;863;0;;23;Europe;0;0;3; 2.600,00 ;N/A;Website;No
Registration Started;2014;2014;Diploma;Summer MSCS;864;1;;23;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;865;0;;23;Europe;0;0;3; -   ;N/A;Other;Yes
Registration Started;2015;2015;Bachelor;BBA;866;1;;23;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2015;Master;MBE;867;0;;23;Africa;0;0;3; 13.400,00 ;Type1;Website;Yes
Registration Started;2014;2015;Diploma;Summer MSCS;868;1;;23;Europe;0;0;3; -   ;N/A;Google;Yes
First criteria not met;2014;2015;Diploma;Summer MSCS;869;1;;23;Europe;0;0;3; -   ;N/A;Google;No
Registration Started;2014;2015;Bachelor;BBA;870;1;;23;Africa;0;0;3; -   ;Type1;Website;Yes
First criteria not met;2014;2015;Diploma;Summer MBA;871;1;;23;Africa;0;0;3; 11.400,00 ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;872;1;;18;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;873;0;;18;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;874;1;;18;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2015;Master;MBE;875;0;;23;Africa;0;0;3; 9.400,00 ;Type1;Website;Yes
Registration Started;2014;2015;Diploma;Summer MSCS;876;0;;23;Africa;0;0;3; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Master;ME;877;0;;27;Africa;0;0;3; 16.400,00 ;N/A;Third part website;No
First criteria not met;2015;2015;Master;MFA;878;0;;27;Europe;0;0;3; 21.400,00 ;N/A;Student Alumnus;No
Registration Started;2015;2015;Diploma;Summer MSCS;879;1;;23;Europe;0;0;3; 51.400,00 ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBInf;880;0;;23;Africa;0;1;3; 8.900,00 ;Type1;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;881;0;;23;Africa;0;0;3; 26.400,00 ;N/A;Student Alumnus;Yes
First criteria not met;2014;2015;Master;MBE;882;1;;27;Latin America;0;0;3; 21.400,00 ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;883;0;;23;Africa;0;0;3; 9.900,00 ;N/A;Website;Yes
First criteria not met;2015;2015;Diploma;Summer MBA;884;0;;27;Africa;0;0;3; 36.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;885;1;;37;Europe;1;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Diploma;Summer MSCS;886;1;;23;Africa;0;0;3; 39.400,00 ;N/A;Website;Yes
Registration Started;2015;2015;Master;BIS;887;1;;23;Europe;0;0;3; 1.600,00 ;N/A;Website;Yes
First criteria not met;2015;2015;Bachelor;BBA;888;1;;27;Africa;0;0;3; -   ;Type1;Website;No
